transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000051,card_00069,2026-01-09T11:36:18Z,196.98,restaurant,AE,True,False
txn_0000052,card_00834,2026-01-06T23:33:06Z,387.87,fuel,DE,True,False
txn_0000053,card_00587,2026-01-06T08:14:21Z,135.99,entertainment,US,True,False
txn_0000054,card_00523,2026-01-26T17:48:06Z,220.14,travel,DE,True,True
txn_0000055,card_00810,2026-01-28T23:15:17Z,35.63,entertainment,DE,True,False
txn_0000056,card_00457,2026-01-11T20:38:25Z,999.13,grocery,SG,True,False
txn_0000057,card_00656,2026-01-28T15:13:46Z,21.43,restaurant,GB,False,False
txn_0000058,card_00222,2026-01-15T08:38:36Z,43.64,online_retail,DE,True,False
txn_0000059,card_00069,2026-01-07T21:28:16Z,32.28,fuel,IN,True,False
txn_0000060,card_00682,2026-01-29T18:25:43Z,175.09,utilities,IN,True,False
txn_0000061,card_00570,2026-01-30T11:45:28Z,18.14,pharmacy,US,True,False
txn_0000062,card_00538,2026-01-12T20:40:28Z,290.57,electronics,SG,True,True
txn_0000063,card_00546,2026-01-25T15:30:11Z,52.11,utilities,IN,True,False
txn_0000064,card_00396,2026-01-14T15:32:44Z,99.47,restaurant,SG,False,False
txn_0000065,card_00701,2026-01-07T23:32:55Z,27.46,atm_withdrawal,IN,False,True
txn_0000066,card_00424,2026-01-04T01:46:06Z,99.24,restaurant,DE,False,False
txn_0000067,card_00180,2026-01-11T14:57:33Z,86.44,utilities,US,False,False
txn_0000068,card_00801,2026-01-07T01:57:21Z,48.77,entertainment,AE,True,False
txn_0000069,card_00082,2026-01-01T11:35:05Z,34.35,restaurant,AE,False,False
txn_0000070,card_00424,2026-01-13T19:46:47Z,9.14,online_retail,DE,False,False
txn_0000071,card_00161,2026-01-17T01:53:24Z,71.45,grocery,DE,True,False
txn_0000072,card_00253,2026-01-27T06:37:47Z,324.63,electronics,US,True,False
txn_0000073,card_00686,2026-01-05T13:27:40Z,20.56,restaurant,IN,True,False
txn_0000074,card_00481,2026-01-02T22:52:52Z,144.68,online_retail,GB,True,False
txn_0000075,card_00230,2026-01-18T13:17:38Z,236.79,pharmacy,AE,False,False
txn_0000076,card_00702,2026-01-08T13:27:45Z,4.16,travel,AE,False,False
txn_0000077,card_00265,2026-01-30T14:05:42Z,127.12,fuel,AE,True,False
txn_0000078,card_00608,2026-01-14T05:40:09Z,114.67,atm_withdrawal,SG,True,False
txn_0000079,card_00668,2026-01-06T23:26:59Z,55.76,entertainment,DE,False,False
txn_0000080,card_00426,2026-01-19T04:50:45Z,554.33,entertainment,GB,False,False
txn_0000081,card_00706,2026-01-19T21:13:01Z,97.56,entertainment,GB,True,False
txn_0000082,card_00451,2026-01-14T12:23:19Z,22.26,restaurant,DE,True,False
txn_0000083,card_00793,2026-01-27T10:09:51Z,37.44,entertainment,GB,True,False
txn_0000084,card_00143,2026-01-21T05:20:50Z,106.53,travel,IN,True,False
txn_0000085,card_00687,2026-01-29T06:34:43Z,274.21,online_retail,US,True,False
txn_0000086,card_00786,2026-01-08T12:30:26Z,213.47,utilities,US,False,False
txn_0000087,card_00830,2026-01-03T18:39:26Z,21.16,utilities,SG,True,False
txn_0000088,card_00729,2026-01-04T13:47:59Z,149.95,travel,GB,False,False
txn_0000089,card_00528,2026-01-25T03:14:27Z,26.35,grocery,AE,False,False
txn_0000090,card_00236,2026-01-01T14:20:02Z,195.22,restaurant,AE,False,False
txn_0000091,card_00291,2026-01-28T04:28:16Z,98.11,atm_withdrawal,GB,False,False
txn_0000092,card_00262,2026-01-28T04:33:12Z,16.34,entertainment,SG,False,False
txn_0000093,card_00421,2026-01-02T16:48:59Z,32.69,electronics,IN,True,False
txn_0000094,card_00182,2026-01-24T01:58:39Z,158.21,fuel,SG,False,False
txn_0000095,card_00034,2026-01-16T05:36:00Z,161.65,atm_withdrawal,AE,True,False
txn_0000096,card_00200,2026-01-12T20:35:35Z,87.25,entertainment,IN,False,False
txn_0000097,card_00179,2026-01-24T12:26:48Z,139.07,utilities,US,True,False
txn_0000098,card_00526,2026-01-06T14:03:27Z,565.68,electronics,US,False,True
txn_0000099,card_00821,2026-01-11T02:28:32Z,22.85,fuel,GB,True,False
txn_0000100,card_00149,2026-01-02T19:24:28Z,79.3,restaurant,US,True,False
txn_0000101,card_00701,2026-01-14T21:24:41Z,89.24,utilities,SG,False,False
txn_0000102,card_00892,2026-01-04T20:03:50Z,216.69,entertainment,US,True,False
txn_0000103,card_00311,2026-01-24T17:20:08Z,139.62,fuel,SG,True,False
txn_0000104,card_00591,2026-01-01T03:42:04Z,29.03,online_retail,IN,True,False
txn_0000105,card_00604,2026-01-28T20:39:54Z,230.29,travel,AE,False,False
txn_0000106,card_00305,2026-01-14T10:49:09Z,20.07,atm_withdrawal,US,False,False
txn_0000107,card_00519,2026-01-27T21:26:58Z,49.82,grocery,DE,False,False
txn_0000108,card_00792,2026-01-14T20:09:21Z,80.25,electronics,GB,True,False
txn_0000109,card_00246,2026-01-16T04:49:39Z,79.69,entertainment,DE,False,False
txn_0000110,card_00465,2026-01-02T18:21:00Z,54.92,online_retail,AE,True,False
txn_0000111,card_00731,2026-01-25T10:51:33Z,89.78,electronics,US,True,False
txn_0000112,card_00148,2026-01-28T01:12:26Z,27.54,utilities,GB,False,False
txn_0000113,card_00359,2026-01-17T19:02:05Z,626.54,travel,IN,False,False
txn_0000114,card_00649,2026-01-01T08:49:05Z,20.92,online_retail,US,False,False
txn_0000115,card_00790,2026-01-25T20:43:48Z,88.95,pharmacy,IN,False,False
txn_0000116,card_00701,2026-01-17T16:37:30Z,229.24,restaurant,DE,False,False
txn_0000117,card_00342,2026-01-06T14:28:42Z,89.76,pharmacy,AE,True,False
txn_0000118,card_00034,2026-01-09T04:42:32Z,240.47,pharmacy,US,True,False
txn_0000119,card_00213,2026-01-14T05:23:52Z,23.09,atm_withdrawal,IN,True,False
txn_0000120,card_00306,2026-01-13T20:07:39Z,62.0,online_retail,GB,True,False
txn_0000121,card_00186,2026-01-10T21:30:38Z,18.61,grocery,GB,True,False
txn_0000122,card_00168,2026-01-22T18:54:09Z,14.92,electronics,US,False,False
txn_0000123,card_00209,2026-01-14T00:48:34Z,361.65,travel,DE,False,False
txn_0000124,card_00889,2026-01-10T16:37:04Z,67.94,grocery,IN,True,False
txn_0000125,card_00629,2026-01-17T12:34:00Z,157.13,utilities,IN,True,False
txn_0000126,card_00509,2026-01-10T05:51:42Z,9.06,restaurant,GB,True,False
txn_0000127,card_00690,2026-01-10T02:45:58Z,21.56,atm_withdrawal,DE,True,False
txn_0000128,card_00484,2026-01-04T15:40:19Z,24.63,electronics,AE,True,False
txn_0000129,card_00564,2026-01-02T20:31:25Z,63.95,online_retail,IN,False,False
txn_0000130,card_00510,2026-01-04T09:01:58Z,124.88,travel,DE,True,False
txn_0000131,card_00174,2026-01-24T17:44:27Z,19.67,travel,SG,False,False
txn_0000132,card_00654,2026-01-06T01:20:58Z,72.9,pharmacy,US,False,False
txn_0000133,card_00350,2026-01-26T06:10:43Z,194.52,grocery,DE,False,False
txn_0000134,card_00065,2026-01-28T19:56:50Z,41.34,grocery,IN,True,False
txn_0000135,card_00164,2026-01-23T17:53:14Z,30.95,entertainment,DE,True,False
txn_0000136,card_00732,2026-01-18T20:00:54Z,77.43,utilities,US,True,False
txn_0000137,card_00648,2026-01-19T04:55:42Z,44.41,travel,DE,True,False
txn_0000138,card_00171,2026-01-19T12:24:54Z,38.75,pharmacy,IN,False,False
txn_0000139,card_00322,2026-01-28T13:09:58Z,278.12,grocery,AE,False,False
txn_0000140,card_00845,2026-01-10T04:58:25Z,57.14,travel,US,False,False
txn_0000141,card_00586,2026-01-23T15:39:15Z,46.82,electronics,IN,False,False
txn_0000142,card_00611,2026-01-13T12:40:29Z,57.05,entertainment,GB,True,False
txn_0000143,card_00844,2026-01-15T21:32:02Z,1384.47,utilities,GB,True,True
txn_0000144,card_00142,2026-01-22T01:32:48Z,11.02,electronics,AE,True,False
txn_0000145,card_00234,2026-01-17T06:29:27Z,160.18,fuel,IN,True,False
txn_0000146,card_00569,2026-01-26T10:34:43Z,162.59,utilities,GB,True,False
txn_0000147,card_00032,2026-01-13T19:00:38Z,6.09,atm_withdrawal,IN,True,False
txn_0000148,card_00324,2026-01-11T11:33:40Z,23.16,pharmacy,US,True,False
txn_0000149,card_00823,2026-01-07T13:40:40Z,57.96,travel,IN,False,True
txn_0000150,card_00217,2026-01-29T19:45:12Z,28.76,restaurant,IN,True,False
txn_0000151,card_00827,2026-01-14T08:40:50Z,44.98,electronics,IN,True,False
txn_0000152,card_00126,2026-01-09T19:26:30Z,104.17,entertainment,GB,False,False
txn_0000153,card_00315,2026-01-22T23:15:35Z,808.05,utilities,GB,True,False
txn_0000154,card_00800,2026-01-06T15:57:59Z,23.28,entertainment,IN,True,False
txn_0000155,card_00490,2026-01-07T01:13:45Z,42.14,entertainment,US,True,False
txn_0000156,card_00221,2026-01-03T05:17:32Z,281.39,pharmacy,IN,False,False
txn_0000157,card_00489,2026-01-07T07:18:06Z,52.52,atm_withdrawal,DE,True,False
txn_0000158,card_00530,2026-01-01T02:29:58Z,156.0,restaurant,GB,True,False
txn_0000159,card_00402,2026-01-02T00:48:07Z,342.7,electronics,AE,True,False
txn_0000160,card_00189,2026-01-12T06:48:34Z,20.53,entertainment,DE,True,False
txn_0000161,card_00749,2026-01-01T20:08:24Z,55.0,utilities,SG,True,False
txn_0000162,card_00899,2026-01-24T14:31:55Z,105.62,fuel,DE,True,False
txn_0000163,card_00231,2026-01-26T12:11:01Z,1031.96,grocery,SG,True,False
txn_0000164,card_00542,2026-01-12T09:37:13Z,89.76,utilities,IN,True,False
txn_0000165,card_00344,2026-01-03T20:58:12Z,135.74,fuel,IN,False,False
txn_0000166,card_00178,2026-01-05T03:03:13Z,227.72,restaurant,AE,True,False
txn_0000167,card_00732,2026-01-11T19:47:29Z,93.61,pharmacy,DE,False,False
txn_0000168,card_00729,2026-01-24T23:43:59Z,28.62,fuel,SG,False,False
txn_0000169,card_00734,2026-01-01T06:14:54Z,191.26,fuel,DE,False,False
txn_0000170,card_00530,2026-01-30T23:01:04Z,71.67,online_retail,SG,True,False
txn_0000171,card_00084,2026-01-08T10:30:42Z,309.54,entertainment,GB,False,False
txn_0000172,card_00608,2026-01-28T04:53:01Z,56.59,atm_withdrawal,GB,False,False
txn_0000173,card_00822,2026-01-28T13:06:06Z,58.52,utilities,US,True,False
txn_0000174,card_00126,2026-01-22T13:44:03Z,36.79,pharmacy,GB,True,False
txn_0000175,card_00889,2026-01-20T04:59:08Z,577.91,travel,IN,False,True
txn_0000176,card_00381,2026-01-09T01:00:59Z,80.96,utilities,DE,True,False
txn_0000177,card_00384,2026-01-26T16:41:43Z,89.56,online_retail,US,False,False
txn_0000178,card_00489,2026-01-19T01:45:47Z,151.4,travel,GB,False,True
txn_0000179,card_00798,2026-01-30T12:11:50Z,73.63,utilities,US,True,False
txn_0000180,card_00880,2026-01-27T02:40:35Z,481.1,online_retail,DE,False,True
txn_0000181,card_00305,2026-01-29T04:30:56Z,103.13,restaurant,AE,False,False
txn_0000182,card_00019,2026-01-06T14:45:27Z,297.39,pharmacy,US,True,False
txn_0000183,card_00852,2026-01-29T09:04:23Z,24.99,fuel,AE,False,False
txn_0000184,card_00819,2026-01-26T03:12:18Z,27.59,restaurant,AE,True,False
txn_0000185,card_00882,2026-01-06T00:55:32Z,258.62,restaurant,GB,False,False
txn_0000186,card_00528,2026-01-30T22:30:21Z,168.78,grocery,GB,False,False
txn_0000187,card_00229,2026-01-28T13:51:44Z,39.8,restaurant,US,True,False
txn_0000188,card_00884,2026-01-25T09:57:04Z,159.95,grocery,SG,False,True
txn_0000189,card_00227,2026-01-08T05:27:25Z,138.65,atm_withdrawal,SG,False,False
txn_0000190,card_00680,2026-01-11T07:43:39Z,16.93,grocery,DE,True,False
txn_0000191,card_00075,2026-01-01T19:25:31Z,53.39,fuel,DE,True,False
txn_0000192,card_00892,2026-01-09T08:14:04Z,49.41,entertainment,SG,True,False
txn_0000193,card_00695,2026-01-27T17:05:15Z,146.2,fuel,US,True,False
txn_0000194,card_00359,2026-01-10T18:04:12Z,144.78,pharmacy,DE,True,False
txn_0000195,card_00566,2026-01-20T12:08:02Z,19.51,utilities,IN,True,False
txn_0000196,card_00266,2026-01-08T16:14:31Z,99.21,entertainment,DE,True,False
txn_0000197,card_00107,2026-01-18T02:51:30Z,141.86,atm_withdrawal,DE,False,False
txn_0000198,card_00671,2026-01-04T19:22:28Z,9.11,utilities,IN,False,False
txn_0000199,card_00280,2026-01-25T14:47:48Z,49.25,grocery,SG,True,False
txn_0000200,card_00765,2026-01-16T03:09:13Z,128.79,restaurant,US,True,False
txn_0000201,card_00525,2026-01-05T20:59:10Z,164.03,pharmacy,US,True,False
txn_0000202,card_00151,2026-01-11T22:22:24Z,12.31,atm_withdrawal,IN,True,False
txn_0000203,card_00763,2026-01-20T05:11:21Z,208.45,electronics,GB,True,False
txn_0000204,card_00562,2026-01-13T06:19:20Z,195.09,online_retail,IN,False,False
txn_0000205,card_00309,2026-01-10T22:33:00Z,224.01,restaurant,DE,False,True
txn_0000206,card_00509,2026-01-03T04:24:37Z,81.98,electronics,GB,True,False
txn_0000207,card_00015,2026-01-27T19:23:51Z,51.1,fuel,IN,True,False
txn_0000208,card_00310,2026-01-22T15:12:12Z,318.93,atm_withdrawal,DE,False,False
txn_0000209,card_00173,2026-01-09T08:54:11Z,27.91,fuel,IN,True,False
txn_0000210,card_00858,2026-01-08T20:03:34Z,50.89,atm_withdrawal,SG,False,False
txn_0000211,card_00105,2026-01-09T00:05:47Z,28.09,atm_withdrawal,DE,False,False
txn_0000212,card_00510,2026-01-12T18:45:58Z,57.19,atm_withdrawal,AE,True,False
txn_0000213,card_00861,2026-01-02T11:48:24Z,269.69,grocery,SG,False,False
txn_0000214,card_00295,2026-01-18T06:43:34Z,28.47,entertainment,IN,False,False
txn_0000215,card_00775,2026-01-10T15:34:35Z,505.78,utilities,GB,False,False
txn_0000216,card_00263,2026-01-04T07:56:44Z,34.53,restaurant,DE,False,False
txn_0000217,card_00816,2026-01-01T12:42:38Z,41.53,electronics,AE,True,False
txn_0000218,card_00826,2026-01-22T08:17:28Z,14.89,pharmacy,DE,True,False
txn_0000219,card_00028,2026-01-29T00:30:01Z,275.58,online_retail,SG,False,False
txn_0000220,card_00367,2026-01-06T17:03:16Z,176.65,fuel,GB,False,False
txn_0000221,card_00682,2026-01-22T06:53:32Z,310.69,online_retail,IN,True,False
txn_0000222,card_00651,2026-01-29T12:41:30Z,17.07,restaurant,GB,False,False
txn_0000223,card_00049,2026-01-10T02:32:33Z,179.05,travel,GB,True,False
txn_0000224,card_00374,2026-01-24T07:32:11Z,127.14,online_retail,AE,True,False
txn_0000225,card_00798,2026-01-12T03:15:53Z,50.01,atm_withdrawal,SG,True,False
txn_0000226,card_00067,2026-01-30T08:32:53Z,38.54,restaurant,US,False,False
txn_0000227,card_00641,2026-01-19T15:51:19Z,74.7,electronics,DE,True,False
txn_0000228,card_00139,2026-01-08T05:07:28Z,206.24,travel,SG,True,False
txn_0000229,card_00679,2026-01-17T07:28:12Z,102.32,grocery,IN,False,False
txn_0000230,card_00186,2026-01-14T19:33:46Z,36.17,entertainment,US,True,False
txn_0000231,card_00461,2026-01-16T01:00:15Z,25.18,entertainment,SG,True,False
txn_0000232,card_00562,2026-01-13T19:51:07Z,68.73,online_retail,GB,True,False
txn_0000233,card_00242,2026-01-24T00:35:24Z,40.87,pharmacy,IN,False,False
txn_0000234,card_00627,2026-01-04T08:34:05Z,134.5,travel,GB,True,False
txn_0000235,card_00569,2026-01-24T00:58:58Z,49.41,restaurant,SG,True,False
txn_0000236,card_00377,2026-01-18T07:10:34Z,141.13,utilities,AE,False,False
txn_0000237,card_00784,2026-01-23T01:56:45Z,158.19,online_retail,SG,False,False
txn_0000238,card_00026,2026-01-11T00:08:43Z,103.27,grocery,US,False,False
txn_0000239,card_00106,2026-01-25T11:36:52Z,327.67,electronics,IN,True,False
txn_0000240,card_00347,2026-01-28T04:18:25Z,6.95,atm_withdrawal,US,False,False
txn_0000241,card_00264,2026-01-20T00:25:09Z,43.36,entertainment,AE,True,False
txn_0000242,card_00889,2026-01-28T07:36:50Z,30.88,atm_withdrawal,US,False,False
txn_0000243,card_00393,2026-01-05T04:14:57Z,33.73,entertainment,IN,False,False
txn_0000244,card_00541,2026-01-22T01:10:15Z,249.12,grocery,IN,True,False
txn_0000245,card_00487,2026-01-09T18:20:59Z,22.81,utilities,US,False,False
txn_0000246,card_00323,2026-01-27T22:56:48Z,78.1,grocery,IN,True,False
txn_0000247,card_00492,2026-01-08T04:29:56Z,24.18,grocery,AE,True,False
txn_0000248,card_00145,2026-01-11T06:56:25Z,91.86,grocery,SG,False,False
txn_0000249,card_00565,2026-01-09T05:23:39Z,41.9,online_retail,AE,False,False
txn_0000250,card_00085,2026-01-07T13:22:00Z,9.74,fuel,US,True,False
txn_0000251,card_00150,2026-01-08T19:18:07Z,27.67,utilities,AE,True,False
txn_0000252,card_00046,2026-01-03T00:08:21Z,9.12,fuel,AE,True,False
txn_0000253,card_00202,2026-01-09T08:10:04Z,17.87,utilities,IN,False,False
txn_0000254,card_00864,2026-01-27T22:22:23Z,220.46,fuel,GB,True,False
txn_0000255,card_00601,2026-01-03T07:54:26Z,136.03,grocery,IN,True,False
txn_0000256,card_00332,2026-01-27T00:55:04Z,17.17,restaurant,GB,True,False
txn_0000257,card_00580,2026-01-27T02:07:27Z,38.19,pharmacy,IN,True,False
txn_0000258,card_00683,2026-01-30T17:41:25Z,39.9,electronics,IN,True,False
txn_0000259,card_00758,2026-01-29T13:03:14Z,49.67,online_retail,IN,False,False
txn_0000260,card_00638,2026-01-17T13:58:34Z,33.19,grocery,IN,False,False
txn_0000261,card_00755,2026-01-17T00:45:52Z,5.42,travel,GB,False,False
txn_0000262,card_00343,2026-01-17T14:33:34Z,66.26,atm_withdrawal,US,True,False
txn_0000263,card_00387,2026-01-01T14:10:52Z,97.85,atm_withdrawal,GB,False,False
txn_0000264,card_00853,2026-01-20T17:28:14Z,20.43,atm_withdrawal,DE,False,False
txn_0000265,card_00222,2026-01-30T10:53:05Z,38.04,travel,DE,True,False
txn_0000266,card_00045,2026-01-28T11:15:52Z,83.73,electronics,AE,False,False
txn_0000267,card_00490,2026-01-03T23:56:34Z,17.96,atm_withdrawal,SG,False,False
txn_0000268,card_00852,2026-01-21T13:12:11Z,65.26,electronics,AE,True,False
txn_0000269,card_00634,2026-01-16T04:58:56Z,63.53,entertainment,AE,False,False
txn_0000270,card_00446,2026-01-08T03:01:37Z,153.94,online_retail,IN,False,False
txn_0000271,card_00354,2026-01-10T16:27:53Z,9.68,online_retail,IN,True,False
txn_0000272,card_00160,2026-01-10T00:23:18Z,196.07,entertainment,SG,True,False
txn_0000273,card_00219,2026-01-30T23:48:31Z,52.28,fuel,GB,True,False
txn_0000274,card_00566,2026-01-18T00:52:55Z,76.5,electronics,AE,False,False
txn_0000275,card_00537,2026-01-15T03:44:30Z,45.28,grocery,IN,True,False
txn_0000276,card_00124,2026-01-09T21:23:48Z,72.28,travel,US,True,False
txn_0000277,card_00789,2026-01-10T10:01:44Z,14.59,utilities,DE,True,False
txn_0000278,card_00266,2026-01-21T19:08:01Z,12.5,pharmacy,SG,False,False
txn_0000279,card_00169,2026-01-15T03:12:27Z,34.56,restaurant,IN,True,False
txn_0000280,card_00131,2026-01-18T11:35:20Z,148.97,grocery,IN,True,False
txn_0000281,card_00871,2026-01-23T00:54:48Z,52.18,utilities,US,False,False
txn_0000282,card_00144,2026-01-23T19:43:55Z,12.25,utilities,SG,True,False
txn_0000283,card_00311,2026-01-17T18:43:47Z,16.8,online_retail,SG,True,False
txn_0000284,card_00318,2026-01-20T08:55:27Z,12.78,grocery,US,False,False
txn_0000285,card_00243,2026-01-29T20:29:08Z,33.92,pharmacy,GB,False,False
txn_0000286,card_00472,2026-01-02T04:54:28Z,87.93,atm_withdrawal,IN,False,False
txn_0000287,card_00634,2026-01-28T09:11:20Z,5.26,travel,US,True,False
txn_0000288,card_00876,2026-01-17T03:24:35Z,92.19,grocery,SG,True,True
txn_0000289,card_00097,2026-01-15T15:21:43Z,1274.35,pharmacy,SG,True,False
txn_0000290,card_00491,2026-01-08T11:55:03Z,256.6,entertainment,GB,True,False
txn_0000291,card_00407,2026-01-02T20:35:10Z,45.35,atm_withdrawal,GB,False,False
txn_0000292,card_00824,2026-01-11T07:17:11Z,135.06,entertainment,AE,False,False
txn_0000293,card_00558,2026-01-02T09:46:00Z,18.79,grocery,DE,True,False
txn_0000294,card_00241,2026-01-20T06:31:32Z,138.9,online_retail,US,False,False
txn_0000295,card_00251,2026-01-06T06:25:33Z,97.14,restaurant,GB,False,False
txn_0000296,card_00689,2026-01-14T15:17:06Z,40.17,electronics,DE,True,False
txn_0000297,card_00503,2026-01-16T03:51:09Z,180.75,atm_withdrawal,GB,False,False
txn_0000298,card_00211,2026-01-20T00:40:21Z,195.12,pharmacy,GB,True,False
txn_0000299,card_00429,2026-01-05T00:00:26Z,182.08,utilities,AE,True,False
txn_0000300,card_00589,2026-01-29T23:53:52Z,28.99,grocery,US,False,False
txn_0000301,card_00495,2026-01-15T11:04:45Z,156.86,pharmacy,DE,True,False
txn_0000302,card_00268,2026-01-28T16:48:18Z,299.5,travel,DE,False,True
txn_0000303,card_00409,2026-01-06T09:32:19Z,233.39,utilities,DE,True,False
txn_0000304,card_00564,2026-01-11T16:05:16Z,37.24,travel,IN,True,False
txn_0000305,card_00297,2026-01-14T13:19:38Z,36.96,entertainment,GB,True,False
txn_0000306,card_00603,2026-01-30T03:27:02Z,615.72,restaurant,AE,False,False
txn_0000307,card_00635,2026-01-07T04:01:57Z,165.31,atm_withdrawal,IN,True,False
txn_0000308,card_00026,2026-01-18T01:42:01Z,16.39,pharmacy,SG,False,False
txn_0000309,card_00280,2026-01-19T19:28:24Z,314.1,online_retail,GB,True,False
txn_0000310,card_00887,2026-01-03T05:34:36Z,96.18,online_retail,SG,False,False
txn_0000311,card_00104,2026-01-15T18:15:22Z,1062.94,entertainment,US,False,False
txn_0000312,card_00813,2026-01-27T08:55:17Z,36.24,pharmacy,DE,True,False
txn_0000313,card_00319,2026-01-25T13:30:50Z,76.33,atm_withdrawal,SG,False,False
txn_0000314,card_00092,2026-01-06T12:11:46Z,195.19,utilities,DE,True,False
txn_0000315,card_00833,2026-01-12T17:15:33Z,244.48,fuel,DE,True,False
txn_0000316,card_00220,2026-01-21T15:27:48Z,130.94,restaurant,AE,False,False
txn_0000317,card_00368,2026-01-19T15:34:12Z,17.5,utilities,IN,False,False
txn_0000318,card_00252,2026-01-24T17:49:06Z,120.54,entertainment,SG,False,False
txn_0000319,card_00177,2026-01-03T13:03:20Z,122.22,restaurant,AE,True,False
txn_0000320,card_00685,2026-01-12T00:34:37Z,48.35,travel,AE,False,False
txn_0000321,card_00852,2026-01-14T22:40:22Z,17.86,atm_withdrawal,DE,False,False
txn_0000322,card_00541,2026-01-05T21:39:55Z,24.58,online_retail,DE,True,False
txn_0000323,card_00726,2026-01-25T21:27:16Z,53.52,fuel,IN,False,False
txn_0000324,card_00157,2026-01-28T14:43:25Z,478.83,electronics,IN,True,False
